id,post,label,target
23754269_gab,this mexican nigger is such a fucking faggot,1,Other
12935986_gab,in july of <number> a raghead in nice france murdered <number> and wounded hundreds with a stolen truck when there a will there a way firearms protect ordinary citizens against the diabolical,1,Arab
18804468_gab,irish joe mccarthy warned us decades ago about all the commies in govt <number> lotta satanists nazis queers and muslims in usa govt now,0,None
9280082_gab,why does vanity fair have a sheboon on its cover did it merge with national geographic vanity fair serena williams alt right,1,African
24262821_gab,they e all gay pakistan has more male prostitutes than any other country most paki men have had homosexual sex with other men and boys sick fucks,1,Other
20238487_gab,as the kike dreidle turns,1,Jewish
12866624_gab,boomers with gook wives are the biggest threat to western civilization,1,Asian
1179051864161173504_twitter,<user> <user> can you all honestly stop comparing black racism to other form of racism if you can not compete do not compare and you all act like asians not brown people are not the most appropriated and integrated comunity socially speaking,0,None
1178981128931172357_twitter,<user> <user> <user> this thing is not white supremacy account that follows a bunch of racists and nazis you low iq trolls are so predictable,0,None
12123604_gab,stupid nigger nazi oh noes don t read the vox day blawg nothing to see there pay attention to us as we alienate every normal person we come in contact with stupid nigger nazis need to have their noses rubbed in the turds they leave on the carpets,1,African
1179096561416060928_twitter,<user> fuck off then language of the streets where i am from it also got you too notice a no pc bullshit here lady children being raped and you dare say about language exactly why not enough being done too busy pissing about with your niceties,0,None
1178870168593657856_twitter,<user> <user> and all the older white women are not like these crazy slutty women with one egg and a green card i guess it would not be a show if it did not show the worst in everyone 🤦 🏻 ‍ ♀️ still hooked though,0,None
13174503_gab,they told us that we couldnt call them dykes any more because it wasnt pc so we started calling them lesbians,0,Homosexual
16723301_gab,the fat nigger has tits on her back and pubes growing out of her hayid 🙈,1,African
27211797_gab,another typical nigger,1,African
26277753_gab,not that they should be identifying with that trash at all but white people should say whatever words they want fuck niggers and their jew record labels this white people can not say nigger but we can thing is just more hook nosed bullshit,1,African
1178731097229856773_twitter,<user> des r some of nasty cooked rubbish by blacks dat at times leads to revenge shoot outs by white supremercists learn how to stay in foreign lands respect ua neighbors u r but refugees,1,African
1178518138255794177_twitter,<user> aw bumpkin the crimes the prosecutor was investigating happened to years previous now go watch some children get raped since that your thing,0,None
1178848978626068481_twitter,i thought i was bitchy towards you because i was pmsing but turns out i really fucking hate you now,0,None
1179094143907311617_twitter,that <number> y o girl lied about them white boys cutting her hair off smh 🤧,0,None
11174183_gab,just what we need a sandnigger goatfucker for governor ffs,1,Arab
1188989583268167680_twitter,niggas love you when they need you no these bitches be see through,1,Women
1170804784003239937_twitter,□ heterosexual □ homosexual ■ minsung shipper,0,None
1104254198621696000_twitter,say fellas did somebody mention the door to darkness camera pans to a black coat clad mickey mouse,0,None
1179080749963780096_twitter,<user> <user> <user> i was about to say this most women i know who were raped were raped by a family member which makes me want to blow my goddamn brains out,0,None
25240113_gab,what a <number> faced nigger run state you go to jail for running over a fucking turtle in md,1,African
1179034525013143554_twitter,eat kill all,0,None
1179103037291413506_twitter,cummings schiff engel we are committed to protecting witnesses from harassment and intimidation and we expect their full compliance and that of the department of state,0,None
15762578_gab,once again what the fuck are you babbling about no wonder you have such an abysmal post to score ratio you are a blithering nigger with a sub <number> iq and a sub <number> word vocabulary you should change your name to obamasucksatgab you worthless yid loving mooncricket,1,African
1179101546530906115_twitter,<user> courtois is a fucking mess,0,None
1179086984964272128_twitter,time to be hypocritical and get mad at people dear people against lgbtqa hi it me the person who a hypocrite if you cant accept people if they are queer gay lesbian trans etc get out of your own fucking head we are happier being in the lgbtqa community lgbt qclub,0,None
1179105170082414594_twitter,idk how many queer friends i have to comfort through the kill your gays moment our tv faves are having but apparently it is all of them,0,None
1179061323696660483_twitter,<user> <user> <user> my tweet is under a thread talking about white privilege what else would i be talking about,0,None
15437795_gab,moslems are not allowed to codemn the terrorists all moslems are to commit violent war jihad the main jihad btw and the only guaranteed path to moslem paradise as long as some in the community are doing this jihad terror it absolves the rest of their responsibility hence the silence,1,Islam
27555666_gab,one nigger baby at a time 😁,1,African
4508150_gab,<user> the edmund fitzgerald leaves for canada tomorrow morning all muzzies are welcome and it is free,1,Other
21228524_gab,my dad has written my sister out of his inheritance because his words no daughter of mine is gonna be a mudshark and date a nigger burn the coal pay the toll i guess 🤷 ‍ ♂️,1,African
1179060532784979968_twitter,<user> <user> sir i hope there is a difference between refugee and imfiltrator will be keep in mind bocz all the illegal migrant are harmful for our country no matter it is hindu or muslim,0,Refugee
1179098988445872128_twitter,<user> <user> who is to blame for letting in a majority male refugee population is it the government what branch who is in charge,0,None
1179039493283704835_twitter,so about this white female officer that killed the black guy talking about she thought it was her apartment and all that that hoe deserves to die and that that if i was his family i would kill her 🤷 🏾 ‍ ♀️,0,Women
1178457629754118144_twitter,<user> im supposed to be worried about men instead thats that lgbtq bullshit why black women want all black men to be raging gay faggots no im interested in woman,1,Other
1179101694166044672_twitter,<user> sickest men always quick to shower cursed women with gifts and affection but look at a mother with her kids in disgust broke bitches and all their damn kids this started when the dick cults destroyed mother temples and fashioned whores to worship same shit same retard genes,1,Other
1178766367706812416_twitter,<user> <user> <user> <user> raped dozens of women including a <number> year old created a fake <number> <number> charity was caught stealing from set up a fake university used campaign cash to pay off sex partners married and impregnated <number> illegal immigrants plus treason not a complete list,0,None
1178804831424778242_twitter,i promise you i will not let another nigga know shit about me ever again this nigga really throwing when i got raped in my face because it do not make sense to him get raped and see if it make sense to you too,0,None
1178735715204653062_twitter,<user> how do groups of people take derogatory terms and reinvent them into positive ones like nigga and queer,0,African
1178729776057589761_twitter,a nigga really raped ody that shit is really irking my shit,0,None
1178704304510779392_twitter,when i met my nigga he wasnt clean cut but he was still fine baby this nigga lined himself up the other day and almost got mf raped,0,None
1179036423929901056_twitter,please revive i can not guarantee your guy watch out here doing space shit whilst i am making twitter bots who nut niggers,1,African
1178813843608231936_twitter,lol oomfs unfollow nak2moto they used dyke on multiple occasions when they arent lesbian,0,None
1178738812815585281_twitter,believing in and worshiping the creator alone simple logical natural this is islam atheism,0,None
13633127_gab,seriously you are selling a fucking gook brew yuengling as americas oldest brewery gtfo generally i will readily admit that the usa is the greatest nation on god earth and that any other nation beats merkels germany bigtime but your beer feels looks smells and tastes like piss,1,Asian
1178488414783586305_twitter,<user> <user> <user> <user> <user> <user> <user> unironically if the slaves in india and africa ever get freedom it will be only bcz white men are sent over there to earn it for them same as it ever was but we never get credit for being liberators only oppressors,0,None
1178922666629193729_twitter,<user> <user> <user> <user> <user> <user> no need to argue with this delusional b*tch <censored> one day when she will get raped by her own bro then she will might understand the diff b w right and wrong,0,None
1179100564971409408_twitter,<user> my illegal alien maid confidently told me last year how proud she was to have voted for hillary and i voted for my husband too she told me,0,None
1178375247122309126_twitter,i hope kanye see you all black asses going hard for him 😔 i promise bro we gonna get him to stop loving the whites and respect yall niggers,1,African
1179105058597810186_twitter,<user> if you tell the truth they will hate you for it and the more you tell it the more they will hate you,0,None
17188226_gab,not a problem even though i know she a mudshark i still adore her,1,Women
27879139_gab,nigger tranny pics you found,1,Other
18425904_gab,thirteen year olds dont seig heil sand nigger in a vacuum lolololol,1,Arab
22919778_gab,one must wonder how long she will do in jail on the taxpayers dime before they decide to toss her spic ass out as for the guy castrate him and jail him for life the prisoners in nevada will deal with the matter themselves tyvm,1,Hispanic
21805681_gab,someone up there in looney toons san fran do america a favor kill that fucking wetback murderer thanks,1,Hispanic
4320599_gab,in a gesture of cooperation the mex government extradited el chapo to the u.s. trump should boot international mega kike soros to russia,1,Jewish
15739905_gab,this is what happens when you let alt troasties think they are allowed to have opinions they suddenly get the idea that fucking niggers is ok as long as they do not do it anymore how many nigger dicks have you sucked before whore,1,Women
17943455_gab,please stop posting photos of the moslem faggot and the crooked white whore please im sick of them please stop,1,Women
16274284_gab,shockingly though western pakis and indians get along quite well even though we are suppose to hate each other i personally do not have any paki friends because majority of them hate this country are anti semites and <number> <number> conspiracy theorists,0,None
25197096_gab,operation nigger cull in london has dramatically improved following the distribution of firearms within local tribes,1,African
26820627_gab,a kike kissing a nigger seems right kikes keep them as pets,1,African
12518823_gab,ffs lmfao got me again twitter is pathetic shit bastard nigger lovers,1,African
19746031_gab,she lying she does not wish to get attacked by jealous nigger bitches white women are not popular with black women,1,African
22203969_gab,i do not have a problem with this the beaners are always shooting and throwing rocks at bp agents from spicland fuck off beaners build the fucking wall trump,1,Hispanic
1178842394793566208_twitter,eddie facts eddie is gay,0,None
1178629025511755776_twitter,how dare them niggers swat my fortnite crush pokimaine,1,African
1178993644629561345_twitter,stop telling women what to wear fam it dead,0,None
1179026213500792834_twitter,president <user> departs abuja wednesday on a three day state visit to the republic of south africa following an invitation by president <user> to discuss welfare of nigerians and find common grounds for building harmonious relations with their hosts,0,None
21366135_gab,yep communist nigger fag,1,Other
1179047367712149504_twitter,a queer lawyer in a great horned roguelike against bunnies,0,None
1179099203751968768_twitter,<user> i made one find my post <number>,0,None
1178764387827384320_twitter,<user> <user> <user> that crazy cause the yelp reviews of your white ass penis say it built like a paint brush,0,None
1179074456225894400_twitter,<user> i drove all white model <number> home yesterday kids are thrilled us too,0,None
1178889323707432960_twitter,gosh yall the trauma 😭 😭 i hate u white bitches yeah spring view middle school im talking to you,1,Caucasian
1178977491546849280_twitter,<user> but like starting your tweet with this white bitch with an excuse of curly hair like what good curly hair what the context wha,0,Caucasian
20763855_gab,whose hiding i am right here bro that me in that picture to the top left or some kike who looks like me i can not remember too much drinking and too cheap to buy a mirror anyways i ain t hiding show yourself you pussy,1,Jewish
1178614730564538368_twitter,<user> <user> you own me 2 gold fucking niggers,1,African
1179064927949996033_twitter,<user> they all look uncomfortable,0,None
1178861022104473603_twitter,<user> thxs for retweeting me,0,None
1178741145309982721_twitter,<user> <user> <user> <user> that still does not dismiss the fact that the kk started as a white christian conservative group also you should care about white supremacy it is a growing problem also i am pretty sure republicans have passed systematic laws to keep poc oppressed,0,None
1178901571284979712_twitter,<user> please read about kashmiri pandits more than <number> kashmiri hindu pandits were driven out of kashmir by ismalic fanatics over <number> women have been raped and killed but you conveniently seem to ignore it to further your propaganda and show fake empathy,0,None
1179104025150554112_twitter,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> almost was attacked by a large man at night in a park and as a woman i need a gun for defence sorry for not wanting to be raped,0,None
27717644_gab,kansas city is a nigger dump,1,African
1178991334125953024_twitter,<user> i am suppose to be scared of a white bitch that took boxing lessons okay 😭 😭,1,Women
1178389337429434368_twitter,hoes are annoying thots are annoying which are pretty much the same white ppl are annoying spanish people are annoying and asians are too diverse even for their own culture 🙄,1,Women
1177851684493680640_twitter,nominations for talking shuts shithouse of the week fat frank and the derby piss pot <number> and messrs morris white and bent for saying fuck all,0,None
1185469039671427072_twitter,blake lively is a bad bitch period,0,None
1142462181558145024_twitter,had a dream my lyft was trying to kidnap me i beat that bitch ass and stole the car,0,None
1091064110802862086_twitter,he got bitches and i got niggas but we know wassup 🤫,1,Other
1121775425443774464_twitter,spending addiction i pay all cash no need for the atm that for ma mama she scared niggas might rob her,0,None
1159291067184877568_twitter,aye bro do not you cuff that hoe cuz i done had that too,1,Women
1163374410872438784_twitter,this bitch be thinking she hit the lotto with that hoe ah nigga 😂,1,Women
1170023024432693250_twitter,niggas get a knew outlook on life and think it okay to rekindle shit,0,None
25297832_gab,do we have <user> on the list zionist heeb alert on this guy,1,Jewish
1178957467276976129_twitter,married women who drive always get past pretty ladies standing in the hot sun not knowing that their husbands pick them up,0,None
1179046168044736512_twitter,atlanta and the gsu campus smells like feces at all times i fucking hate this city,1,None
1179101445481750529_twitter,i wanna get real physically intimate with friends ya know i wanna smooch and stuff with the ppl i care about thats how friendships work right,0,None
1178781894856577025_twitter,know turns out she not racist neither so to all you niggers out there get all excited she sucks dick you hardly e dr get that without niggers in presence,1,African
1179054169103093761_twitter,<number> amsyar • he used to look more chinese during form one • a bitch • uri dumbass • good advices • he always there if u need him • nice haircut • no emotions most of the time • lowkey hates everyone,1,Other
15818321_gab,see its going on about iq and shit now lol same shit same kike shit,1,Jewish
1178865329000321024_twitter,<user> <user> does that justify lewd comments or sexual harassment on the street should women in our own land on our own soil our own women not feel safe we are not muslims in india who get raped every day we are all co citizens respect is a must,0,None
1179041708236886016_twitter,dude i fucking hate when i drop my glasses like bitch i need my glasses to find my glasses 😭 😭,0,None
3FI30CQHVKKYRC5XZNQF2KLEOQM6BC_nf_6,<user> <user> <user> <user> <user> <user> <user> <user> especially in his racist meltdown where he started calling people the n word for not supporting star citizen he also called people faggots in that meltdown as well,0,None
9860204_gab,listening to gavin mcinnes talk about why white people should adopt niglets makes me physically nauseous 😡 🖕 🐒,1,African
19280968_gab,i like bro nathaniel he near the mark on most every topic and is the only kike willing to rip his own to shreds good vids,1,Jewish
20325319_gab,more retarded ridiculous looking niggers on judge judy today a nigger whore has long curly blond hair and a goofy weird nose ring,1,African
21786251_gab,it a day when worthless thots in slutty green outfits poison themselves with alcohol and nigger cum genital mutilation for all thots,1,African
8361159_gab,enie meenie minnie mo catch a niggar by his toe huh oh is it sposed to be tigar 🐯 my bad,1,African
24569919_gab,if this faggot is not a kike then we are gonna need a new term for whatever he is b c shabbos goy simply does not do justice to this level of cuckoldry,1,Jewish
1178830935736717312_twitter,<user> at least you are white so it not super odd i am <percent> hawaiian nazi fascist white supremacist climate hater sexist incel homo trans furryphobe maga bot lmao labels are dumb,0,None
1178861600427560961_twitter,<user> he a fake noodle smooth impasta i would have said niggers,1,African
1178982124717821952_twitter,<user> charles i also hauled them in to engineer the dykes and rhynes on the somerset levels,1,Homosexual
1179091765376086016_twitter,to whom it may concern <user> if there is a lesson to be learned from me is that at my willing to do good evil is present fining people for calling someone an illegal alien is good but it will end in enormous evil,0,None
27416904_gab,square up to it mental nigger come at me and tell me how jesus came back from the dead because that the claim it a claim it a factual claim not presented as a myth so get up and tell me it true you mind nigger,1,African
25665650_gab,oh hell no fuck this kike bitch,1,Jewish
1179038601067130882_twitter,im just saying i can turn any bitch into a slut make that bitch do things she never done before so if she a nasty freak when she come home to you ya welcome son,1,Women
15136724_gab,fuck nigger culture,1,African
16350214_gab,here the funny thing about sarsour she d never dare try to pull this bullshit in a muzzie country shed need that much makeup to cover the bruises from being slapped around by their cowardly men these maggots are establishing a caliphate right under our apathetic ignorant little noses,1,Islam
1178763590322593793_twitter,<user> <user> <user> <user> i no you are a white devil 👿,0,None
1178950914427760640_twitter,<user> <user> mate i have never had much luck finding faggots on a night out,0,None
21014361_gab,for one minute i have to take a break from jew and nigger hate to remind everyone i fucking hate fat people,1,African
1179085198903914499_twitter,<user> initially misread this as him wearing a dindu nuffin shirt,0,None
1179037327328366593_twitter,<user> lol the pibble defense brigade out in force in the replies be like well mine dindu nuffin that not how statistics work,0,None
1178980875377102849_twitter,<user> <user> a hindu refugee has roots with india in terms of religion muslim refugee can take refugee at a islamic country more over we cannot see more bomb blasts which start with ola ho uber,1,Islam
1179066933494206465_twitter,<user> kashmiris muslims not getting mobile connection unable to move due self imposed bandh school children not able to go to school these are human rights violation kashmiri hindus killed raped driven out of their homes for <number> years that is not an issue,0,None
1179049273872154625_twitter,<user> they are given refugee because muslim majority countries are killing them be it hindu or sikh or christian and muslims are just illegally immigrate nothing else,0,None
16803737_gab,this niggerette is a stupid affirmative action moron i live in houston and the only thing dumber than her are the really stupid niggers that keep electing her,1,African
25117494_gab,welcome one and all hope everyone is having a great weekend big job in the garden tomorrow getting it spick and span after the winter washout should be a nice day by all accounts got any plans brit fam,0,None
17422717_gab,you have yet to make an argument why the nazis were trash let me consider your motives for being anti white 🤔 maybe it because you are a trashy whore who took <number> nigger dicks in your day,1,Other
6355604_gab,magic dirt theory of nations fails again british born radical muzzie abu izzadeen is the guy named as the killer in the latest london attack,0,None
16782359_gab,classic abortion from a three man butt fuck leaking out of his single mother abandoned homeless nigger cunt,1,African
14287906_gab,good thing nigger rhymes with nigger or lil wayne would be out of a job,1,African
1178010681108520961_twitter,i hate how they portray dykes in movies,0,Homosexual
11405040_gab,crazy i hope nbc black starts using nigger speak,1,African
1178365934119145472_twitter,why can not the titans play like this every sunday,0,None
20447446_gab,no but mestizo spic sure is,1,Hispanic
19793197_gab,iq matters you virtue signalling twat while you are lecturing on the precise definition of racism niggers wetbacks and muzzies are planning how to rape your daughter and steal your house,1,African
16986016_gab,i had a white christmas i went to a country bar in rural nevada and did not see a single shitskin all day dropped some redpills and made a few friends hail victory comrades,1,African
1178886113907400705_twitter,<user> <user> the deflection here is calling someone a white supremacist for simply bringing up any of these issues 🙄,0,None
1178763977175818242_twitter,the lil girl who got her dread cut in school lies about the whole thing i know them white ppl having a field day in the comment section smh,0,None
1178887770208534529_twitter,<user> it is bad hun xoxo if you get raped do not ask for help you have been warned,0,None
1179098790223126529_twitter,<user> do not kill yourself stay alive <user>,0,None
24852459_gab,actually i am a christian you muzzie loon,1,Islam
23528556_gab,i blame all the white guilt commie kike cuck dismay for this violence,1,Jewish
12006781_gab,maybe a jew doc fixed him up if a kike kept me from going blind i d likely soften up on em a bit such is human nature or at least huwhite nature at least,1,Jewish
13080023_gab,breaking news the british government to release a statement later where they are expected to condemn the crusades racism islamophobia to praise islam call for more moslem immigrants,0,None
22376721_gab,it like dejavu of the hamas orchestrated swedish marxist funded armed struggle using anc goons in south africa leading up to final chapter now the genocide of white christians just as cair oic will orchestrate across america using libretarded dems hoggs queers,1,Homosexual
19173007_gab,not to mention his butt fucking nigger boy cracksmoking faggot lover kike degeneracy at it finest,1,African
22282384_gab,photo op for <number> useless <number> kike <number> white trailer trash usa trump hating motherfuckers that need to be exterminated immediately,1,Caucasian
1179081920895864832_twitter,i wish i was a bad bitch <sad>,0,None
1179019613394198528_twitter,you women move too fast,0,None
1178895480878751750_twitter,homegirls attention you must pay so listen close to what i say do not take this as no simple rhyme because this typa shit happens all the time what would you do if a broke nigga came by would you fuck em or would you deny,0,None
1178819404466999297_twitter,i am sorry sensitive twitter but i honestly feel like if you get raped and want to be compensated your a prostitute 🤷 🏾 ‍ ♂️ you should be trying to get justice not money,0,None
1179060520348987393_twitter,<user> avoid newly found islamist extremism in turkey avoid the visit the newly found turkey joining hands with pakistan malaysia to form new jihadi nexus must avoided unite to hit the newly found islamist jihadi next the tours are historical low 🙊 🙈 🙉,0,None
16805548_gab,bad mudslimes want to cut off your head good mudslimes want bad mudslimes to cut off your head,1,Islam
12643635_gab,i do not care for advice from your movement about the right thing to say to a woman who calls me a dyke and tells me that my only place is the home and that i am going to die alone and be worthless in <number> years to each her own,0,None
20199443_gab,the new si swimsuit edition has a monkey negress on the cover,1,African
16474328_gab,nobody should be upset it just moslem men playing skittles,0,None
25825567_gab,yeah i do not believe the come and take it crowd we will see kike controlled cops will put bullets in your children heads just an fyi when supporting law enforcement thin jew line,1,Jewish
27797594_gab,damn im about to workouy like a cotton field slave nigger sanz yar,1,African
20730385_gab,its a nigger problem not a gun problem florida was also a half jew half hispanic not white,1,African
15685111_gab,this person is obviously a cianiggrr admits race mixed and calling me a kike yet i am fully white my husband is white and our kiddos are white and making fun of me for having cancer thots begone,1,African
5362527_gab,i do not know about you but i have never considered sweden an ally so what if they are overrun they deserve it so do their smug coal burning women sweden role in this is to provide an example of muzzie immigration,1,Islam
13148845_gab,one of the reasons columbus discovered america is because no one wanted to go thru moslem controlled lands to get to india,0,None
11368631_gab,two gay guys living together and pooling their resources you know have more resources also before everygaycouple started adopting non verbal special needs niglet boys none cared about the quality of schools the only gays i know that adopted a girl other than on modern family adopted a niece,0,None
23183011_gab,litterally standing in line waiting while these two sheboons argue over there fucking allowed ounces of cereal on there w.i.c benefits,1,African
22568574_gab,yes they do ours hates niggers she goes nuts anytime she see a nigger buck or sow,1,African
23784140_gab,i would not want to reuse that water after coon night like swimming in a septic tank you know when animals get scared they void themselves and niggers are afraid of water probably the first real bath most of the knuckledraggers have had in their life,1,African
12713463_gab,if they want to truly boycott the nigger felon league not cutting the cord makes their protestations futile <money> per month goes to espn and you do not get a choice whether it included in your package or not,1,African
19791797_gab,derp de derp let me just lay out my profession so this kike whore can attack my career,1,Women
22564241_gab,i loathe these stupid women trying to explain a really stupid child dyke communist it called meme warfare the meme does not work if it is not believable that dyke shredding our 2 a is exactly what everyone including herself would admit she trying to accomplish operation success <user>,1,Homosexual
1179001014021689345_twitter,<user> vincent d onofrio is a fucking actor lol what he got going on that is relatable to us in any way he white has money probably never had a fight in his life never had to hustle piff or crills just to eat or avoiding getting shot,0,None
1178490337867661313_twitter,<user> surprise fucking surprise he deletes his offensive tweets once again to hide his tracks so his moron followers will claim it was fake news made by the secret plot to kill all white people,0,None
1179088502337806337_twitter,<user> <user> they hate you white man,0,None
1178486943769939969_twitter,metal heads are such elitists kill yourself stupid rick and morty tattoo no children epic weed faggot,1,Homosexual
1179078508720640000_twitter,the wokest thing u can do as a white person is kill yourself by self immolation,0,None
1178428611151331328_twitter,<user> <user> sorry not true the white countries like sweden and german are practically ruled by gays and teach masterbation in kindergarten ffs whereas numerous black and muslim countries homosexuality is against the law and often the death penalty the culture in general is not pro gay,0,None
1178999445687607302_twitter,<user> <user> saleh act was his islamic duty implementation of a moslim man duty and emphasizing the idea that islam is religion of peace the duty of showing compassion speading love and sweetness hince it was eid celebration,0,None
1178123405070962693_twitter,<user> <user> <user> <user> <user> <user> i do not need to your personality does enough i can not imagine how shitty you must be to be around a white kid who calls black people niggers and trans women faggots that says enough 🥴,1,African
1178852897423073283_twitter,fuck it i am finna start watching power w the rest of you niggers,0,African
1178839564435234818_twitter,since i been at this school you niggers have never not complained about the homecoming artist give it up,0,African
1178738201755897856_twitter,finally catching up on power tired of you niggers tryna spoil it on the tl lol,1,African
1178705964050079744_twitter,see there him and then there the rest of you niggers,0,None
1178670491479035904_twitter,i just want louisiana twitter to know that you niggers are the sole reason disney do not wanna buy twitter it all right here on tl,1,African
1178772644273020935_twitter,<user> facts smh dumb niggers,1,African
1184908592585039879_twitter,future fuck cute broke bitches that might be the most insecure nigga ever,1,Women
1104443298817683456_twitter,bitches this pretty thats seldom,1,Women
1121943264691617793_twitter,sw <number> shoe hits,0,None
1162788017817493506_twitter,my coworker said i am way too nice to these hoes i said i am a gentleman,0,Women
1087558599583313921_twitter,steven universe spoiler steven won by roasting white wtf,0,None
1179089450258829312_twitter,<user> black and white i ´ ts is amazing o sea blanco y negro sencillamente espectacular,0,None
1178773823933550592_twitter,<user> if agree with plotting to injure people for being queer you are a nazi end of story goodbye,0,None
1179105339058221056_twitter,<user> also there like white indians like really white whiter than a white person white punjabi kashmiris etc,0,None
1179098555606130689_twitter,f*ck <censored> white gays and f*ck <censored> their smelly loose cyst infested assholes they are the epitome of hypocrisy the pinnacle of being a musty thieves that perpetuate stereotypes on the queer community of color but love to adopt mannerisms when it in their convenience,1,Caucasian
24448404_gab,what a fucking disgrace having a stephen lawrence day and not a lee rigby day 😡 fucking moslem appeasing scum our government and civil servants are spineless bastards giving in to moslem scum and the anti white whites like cunt corbyn and fat black bastard diane flabbott 😡,1,Islam
21241796_gab,do not forget to add me to your hit list you kike shill,1,Jewish
26038110_gab,the wtc was built with the understanding that it would be a public works project not a privately owned commercial development that is why it was originally run by the port authority a state government transportation agency turning it over to the kike billionaire silverstein violated that understanding,1,Jewish
19117328_gab,unreal i grew up in darwin and ive seen the results of this similar practice by the coons there wow,1,African
1179100886657839104_twitter,<user> <user> bernie sanders wants to rape women as well because that just a special kind of guy he is when he fantasizes,1,Women
1178728155034656770_twitter,<user> <user> <user> we had them white ones tyvex or arco i forget <number> handle fucked 2 ft gash down them,0,None
1179029351398031360_twitter,<user> happy belated bday muzzy excited to see where <number> takes you 🕺 🏼 👊 🏻,0,None
22409250_gab,firstly i never studied the bible too closely secondly i always hear people refer to jesus as a jewish carpenter thirdly and lastly kike jew if my anti semitism to english dictionary is up to date,1,Jewish
1179105222980825088_twitter,<user> stop being stupid siddarth communties he mentioned are minority in the countries surrounded and they need to be taken in as a refugee muslims are in full majority and need no refugee status stop behaving like kid you are not,0,None
1178503567474397184_twitter,i heard kunle was raped by a white woman freshman year,0,None
25271137_gab,hope he keeps stressing the point unfortunately the system will most probably get him removed for speaking the truth france is so scared of these invading illegal moslem shite in case they react and run riot even more than they currently do,1,Other
23673476_gab,holy shit dude everything this kike posts is flat out gay <user> these kikes just can not resist their perversions can they,1,Jewish
21535984_gab,these <number> are some of those who are leading the white national revolution and exposing the elitist agenda to rape europe and canada with sand niggers we will rise and we will push islam and sand niggers back to the nigger sand hell from where it came,1,Arab
6302210_gab,the only thing worth saying here is nigger faggot thanks god for gabai,1,African
16944624_gab,this fat ugly nigger bitch is a pain in everbody ass queen sheila hahhahahhahahahhaha i did not know shit had queens,1,Other
1179097693748158467_twitter,nypd gon be at every movie theater for joker now thts sad need cops for a damn movie cuz them white folks crazy 🤦 🏽 ‍ ♂️,0,None
1179081634978631681_twitter,<user> lol or dabrey tell him hit one of them white people clubs the lit ones,0,None
19806318_gab,yawn look the book up boomer kike it written by a kike like you you know a degenerate coward yid <happy>,1,Jewish
17057680_gab,i did not see the choice of beaners pretending to be republicans,1,Hispanic
26627640_gab,ovomit the faggot muzzie who played the role of president for <number> terms was the finger puppet of iranian born valerie jarrett she a friggin piece of shit these two assholes and the criminals they had in their administration tried to take america down but fuck them maga donald trump,1,Islam
24007712_gab,it ok if a moslem does it,1,Islam
27284969_gab,another reason voting is pointless civ nat burger nat at its finest let us ask niggers who the good niggers are so we can get the nigger vote <number> iq apes will turn this country red blue wave be damned trump is owned by jews anyway ridiculous <user> ‍ <user> ‍,1,African
1170441972492001282_twitter,ab a bitch no matter where he play,0,None
1184976385082871809_twitter,these hoes for errbodyy,1,Women
1084699485148798977_twitter,<user> <user> bahfroom niggas rise up,0,African
1117526633257168896_twitter,<money> white people rich rich,0,None
1165966377515012097_twitter,tsurumarus a conservative evangelic baptist confederate redneck with sex toes on his right foot and missing half of his teeth,1,Caucasian
15240595_gab,you do not even know your dad and all you did was recycle my joke about your mom i get that you are used to stealing but try not to do it out in the open like a crack nigger,1,African
1179013223883915266_twitter,<user> <user> <user> no incitement but doxing teenage kids continuing to incite violence via antifa and calling for children to be raped is all done by liberals and democrats,0,None
1178860682936082432_twitter,i been listening to pure spanish music non stop lately yet my white ass do not even understand any of it lmao,0,None
1179026125248499713_twitter,<user> do not forget ones like homo homosexual queer lgbt and mlm all forbidden words now,0,None
1179081986079510531_twitter,<user> <user> <user> there is a big difference between illegal immigrants and refugee all illegal immigrants should be thrown out regardless of their religion but refugee should be taken care of period,0,None
1178839328979656704_twitter,<user> <user> <user> <user> you guys keep saying calling stuff you do not like nazi speech as if people are not literally out there promoting white supremacist propaganda,0,None
1178698944047652866_twitter,dust bunny women who habitually dates sympathizes with dusties snow bunny white women who pretend to be submissive to lock down a negro hoteptress sister soldier good enough to mule but not valued enough to marry black queen,1,Other
1179060857214558213_twitter,<user> you are right do not kill yourself but jesus stop posting this shit,0,None
1178771669336416256_twitter,top quotes from tonight include <user> saying they are a slytherin and proud because they are fucking queer 🐍 also gryffindor is so heteronormative and basic it for people who have the personality of bread and courage 🍞 🦁 bam ein publishing <user>,0,Homosexual
1179074540384784385_twitter,<user> since the attacker is <number> percent likely to be a muslim immigrant the news media will not run it but they will if it was a white finn attacking muslim kids,0,None
1178387837500018689_twitter,<user> trailer trash salon version of her dad,1,Economic
13655598_gab,i am going to assume that anyone who supports a big fat kike with a divershitty and homo supporting kike wife and a half nigger brother is some sort of zogbot jew boy or whigger himself at this point,1,African
1179069022752645120_twitter,<user> <user> all white men do is lie and colonize nothing else,0,None
1178722544641118212_twitter,just got assigned to write a paper on how reverse racism is not real in a class full of white ppl you all know i got this in the bag,0,None
1178723030161334274_twitter,<user> od leave them white devils alone,1,Caucasian
22337244_gab,hey nigger stop with same post over and over,1,African
